BottleName,Price,Description,Link
Henri de Villamont 'Les Groseilles' Chambolle-Musigny Premier Cru 2014,"

£59.99                        ",Full-bodied yet fruity. This smooth red Burgundy comes from a legend of the Côte d'Or.,"/wines/henri-de-villamont-les-groseilles-chambolle-musigny-cru-63067,/wines/henri-de-villamont-les-groseilles-chambolle-musigny-cru-63067"
"Château la Favière 2018/19, Bordeaux Supérieur","

£12.99                        ","Made with consultation from the Mitjavile family, who own renowned chateaux on Bordeaux's Right Bank, Favière is fermented in oak and aged for 18 months it's step up from its peers.","/wines/ch-la-favieres-61200,/wines/ch-la-favieres-61200,/wines/ch-la-favieres-61200#reviews"
"Bodegas Caro 'Aruma' Malbec, Mendoza","

£14.99                        "," Inky, plush, high-altitude Malbec made by First Growth Château Lafite and Argentine pioneer Catena under their joint label, Bodegas Caro.","/wines/aruma-rothschild-malbec-40206,/wines/aruma-rothschild-malbec-40206,/wines/aruma-rothschild-malbec-40206#reviews"
"Louis Martini Cabernet Sauvignon 2017/18, Sonoma County","

£17.99                        ",Fruit-forward and fresh Cabernet Sauvignon from a historic Napa winery.,"/wines/louis-martini-sonoma-cab-sauv-18996,/wines/louis-martini-sonoma-cab-sauv-18996,/wines/louis-martini-sonoma-cab-sauv-18996#reviews"
Domaine la Couquihado Côtes du Rhône 2020 Magnum,"

£18.99                        ","Notes of black cherry, plum and liquorice that are great with roast beef.","/wines/domaine-couquihado-cdr-magnum-06237,/wines/domaine-couquihado-cdr-magnum-06237"
"Catena Malbec 2019 Magnum, Mendoza","

£23.99                        ","Bold. Ripe. Fruity. Plush Malbec from the first South American winemaker ever to be named ‘Decanter’s Man of the Year’, Nicolás Catena.","/wines/catena-malbec-magnum-40227,/wines/catena-malbec-magnum-40227"
"Majestic Ripe and Bold 2020/21, South Africa","

£4.99                        ",Expect rich notes of blackberry and blackcurrant with hints of spice. Serve with barbecued beef ribs.,"/wines/majestic-ripe-bold-20441,/wines/majestic-ripe-bold-20441,/wines/majestic-ripe-bold-20441#reviews"
Definition Hautes-Côtes de Nuits 2017,"

£16.99                        ","Red-fruit notes, smooth tannins and a spicy finish. Try it with grilled Portobello mushrooms.","/wines/definition-bourgogne-hautes-63046,/wines/definition-bourgogne-hautes-63046"
Bodegas Riojanas 'Viña Albina' Rioja Gran Reserva 2005,"

£34.99                        ","Taste the benefits of ageing in notes of caramel and spice. It's still remarkably fruity, with vibrant notes of red fruits. Try it with roast lamb. ","/wines/vina-albina-gran-reserva-2005-14815,/wines/vina-albina-gran-reserva-2005-14815"
Domaine Paul Jaboulet Aîné ‘La Petite Chapelle’ Hermitage 2001,"

£62.99                        ","It's savoury and full-bodied, with notes of black pepper, leather, violet, red plum and cooked fruit. The integrated acidity makes it a fine match for grilled lamb or a tomahawk steak. ","/wines/jaboulet-p-chap-hermitage-2001-06295,/wines/jaboulet-p-chap-hermitage-2001-06295"
Doudet Naudin Givry 2017,"

£19.99                        ","Expect aromas of strawberry, raspberry, red cherry and earth. Try this light, elegant wine with white meats.","/wines/doudet-naudin-givry-63064,/wines/doudet-naudin-givry-63064,/wines/doudet-naudin-givry-63064#reviews"
"Château Côte de Baleau 2016, Saint-Émilion Grand Cru","

£32.99                        ","It has fresh flavours of Morello cherry, blackberry, black plum, raspberry and sweet spices and fine tannins. Try it with roast beef.","/wines/cote-de-baleau-st-emilion-gcc-61295,/wines/cote-de-baleau-st-emilion-gcc-61295"
"Tua Rita ‘Tierre’ Merlot 2019, Tuscany","

£14.99                        ","It's silky smooth, with flavours of ripe Morello cherries and blackberries and herby aromas. Try it with grilled aubergine dishes.","/wines/tre-tierre-merlot-73030,/wines/tre-tierre-merlot-73030"
"Château Lagrange 2013, Saint-Julien","

£49.99                        ","This is a full-bodied and ripe Bordeaux, with flavours of blackberry, blackcurrant, red cherry and cedar. Drink now with lamb or age for ten years.","/wines/ch-lagrange-st-julien-2013-61299,/wines/ch-lagrange-st-julien-2013-61299"
Famille Perrin ‘Les Chemins des Mulets’ Châteauneuf-du-Pape 2019,"

£29.99                        ","Expect flavours of raspberry and pepper. It’s the perfect partner for decadent dishes featuring game, truffles or mushrooms.","/wines/chemin-des-mulets-cdnp-perrin-06332,/wines/chemin-des-mulets-cdnp-perrin-06332"
La Combe de Vallière 'Grande Réserve' Minervois la Livinière 2018,"

£12.99                        ","Notes of dried fruit, ripe cherries, chocolate and white pepper that are great with duck.","/wines/combe-de-valli-re-grande-res-09096,/wines/combe-de-valli-re-grande-res-09096"
Maison Loron Beaujolais 2020,"

£7.99                        ",The Beaujolais is stuffed with elegant red fruit flavours of raspberry and strawberry and possesses a fine refreshing acidity.,"/wines/loron-beaujolais-07008,/wines/loron-beaujolais-07008,/wines/loron-beaujolais-07008#reviews"
"Pardon et Fils Fleurie 2019/20, Côte des Laburons","

£13.99                        ","Made on one of the finest crus of Beaujolais, it has notes of red fruits and blackcurrant, a rich, silky palate and a long finish. Try this with duck.","/wines/dom-pardon-fleurie-organic-cot-07034,/wines/dom-pardon-fleurie-organic-cot-07034,/wines/dom-pardon-fleurie-organic-cot-07034#reviews"
"Viñalba 'Reserve' Malbec 2019/20, Mendoza","

£9.99                        ",Hervé Fabre was the first to make single-varietal Malbec in Mendoza. It’s the Uco Valley benchmark. Rich with dark fruit and chocolate.,"/wines/vialba-reserve-malbec-40072,/wines/vialba-reserve-malbec-40072,/wines/vialba-reserve-malbec-40072#reviews"
"La Belle Angèle Pinot Noir 2020, France","

£8.99                        ","Fine and subtle, La Belle Angèle Pinot Noir is as delicate as the artists' muse that it's named after.","/wines/la-belle-angele-pinot-noir-09081,/wines/la-belle-angele-pinot-noir-09081,/wines/la-belle-angele-pinot-noir-09081#reviews"
"Finca Carelio Tempranillo 2018, Spain","

£7.99                        ","The genius of Finca Carelio is that we use declassified wine – so you get all the quality, plus serious savings. Rich, ripe and full of black fruits. Delicious.","/wines/finca-carelio-tempranillo-14553,/wines/finca-carelio-tempranillo-14553,/wines/finca-carelio-tempranillo-14553#reviews"
Maison Alexandre Gauvin Gevrey-Chambertin 2018/19,"

£39.99                        ",It's round and powerful with well-integrated tannins and a punchy bouquet of blackberry and strawberry.,"/wines/gevrey-chambertin-alexandre-gauvin-63050,/wines/gevrey-chambertin-alexandre-gauvin-63050,/wines/gevrey-chambertin-alexandre-gauvin-63050#reviews"
"Château de Pitray 2017, Castillon Côtes de Bordeaux","

£11.49                        ","A deliciously smooth, round and generous wine that delivers immediate gratification."" Robert Parker. Beautiful garnet-red robe with aromas of cassis fruits coupled with subtle vanilla tones.","/wines/premier-vin-du-chateau-de-pitray-01161,/wines/premier-vin-du-chateau-de-pitray-01161,/wines/premier-vin-du-chateau-de-pitray-01161#reviews"
Aurore de Dauzac 2015,"

£24.99                        ",Château Dauzac takes its second wine very seriously. Grapes are carefully picked by hand from 30-year-old vines.,"/wines/aurore-de-dauzac-01163,/wines/aurore-de-dauzac-01163,/wines/aurore-de-dauzac-01163#reviews"
"Château Batailley 2014/15, Pauillac","

£54.99                        ","You’ll find it fresh and earthy, with forest-floor, tobacco, cassis and chocolate notes. Enjoy it with roast lamb.","/wines/ch-batailley-01206,/wines/ch-batailley-01206,/wines/ch-batailley-01206#reviews"
La Réserve de Léoville-Barton 2017 St-Julien,"

£32.99                        ","With a classic 'left bank' nose of smoky blackberry fruit and pencil lead the palate is rich and rounded with assertive tannins, ample fruit and well integrated oak. Perfect with beef or lamb.","/wines/resde-leoville-barton-01356,/wines/resde-leoville-barton-01356,/wines/resde-leoville-barton-01356#reviews"
Louis Jadot 'Les Roches Rouges' Mâcon Rouge 2020,"

£11.99                        ","An enticing nose showing subtle hints of redcurrant and raspberry, with a fruity, well-balanced palate and a fresh finish. Try with chicken.","/wines/macon-rouge-les-roches-rouges-03074,/wines/macon-rouge-les-roches-rouges-03074,/wines/macon-rouge-les-roches-rouges-03074#reviews"
Nicolas Potel Bourgogne Pinot Noir 2019/20,"

£12.99                        ","Juicy and fresh. From one of the best negociants in Burgundy, this Pinot Noir has bags of red-fruit flavour. It’s rare to find such quality at this price.","/wines/bourgogne-pinot-noir-03081,/wines/bourgogne-pinot-noir-03081,/wines/bourgogne-pinot-noir-03081#reviews"
Côte de Nuits-Villages 2016/17 Nicolas Potel,"

£17.99                        ","The classic Pinot Noir nose of ripe red berries, with some darker hints of blackberry and liquorice. Lipsmacking acidity.","/wines/cote-de-nuits-villpotel-03224,/wines/cote-de-nuits-villpotel-03224,/wines/cote-de-nuits-villpotel-03224#reviews"
Domaine Durieu Châteauneuf-du-Pape 2018/19,"

£22.99                        ","It's robust and full-bodied, with notes of black fruits and red cherry and herbal aromas. Try it with lamb chops.","/wines/cndp-domaine-durieu-06012,/wines/cndp-domaine-durieu-06012,/wines/cndp-domaine-durieu-06012#reviews"
Réserve des Diacres Châteauneuf-du-Pape 2018/20,"

£18.99                        ","Dense. Rich. Heady. It’s full of spice, raspberry and redcurrant. And its firm structure makes it perfect with Mediterranean-style foods, like rustic vegetable dishes.","/wines/cndp-reserve-des-diacres-06079,/wines/cndp-reserve-des-diacres-06079,/wines/cndp-reserve-des-diacres-06079#reviews"
Perrin et Fils 'La Vieille Ferme Cuvée Majestic' 2019/20,"

£8.99                        ","A warm, elegantly structured, spicy red with intense jammy blackberry fruits, strawberry hints and soft tannins. A great quality red and a fantastic companion for meats and cheeses.","/wines/la-vieille-ferme-06192,/wines/la-vieille-ferme-06192,/wines/la-vieille-ferme-06192#reviews"
"Pasqua 'PassioneSentimento' Passimento Rosso 2019, Veneto","

£9.99                        ","This lush appassimento is one of our most popular Italian reds. Big. Bold. Black-fruity. It’s got a velvety texture and heady, fruit-packed flavour.","/wines/passimento-13178,/wines/passimento-13178,/wines/passimento-13178#reviews"
Villa Borghetti Valpolicella Ripasso 2018/19,"

£12.99                        ","Love Amarone but don’t want to break the bank? Try this ‘baby Amarone’, made using the leftover skins from Amarone production. Supple and full bodied.","/wines/valpolicella-ripasso-13429,/wines/valpolicella-ripasso-13429,/wines/valpolicella-ripasso-13429#reviews"
"Bodega Matsu 'El Picaro' 2020, Toro","

£8.99                        ","Vibrant, jammy notes of blackberry and blueberry, liquorice and spice. A brilliant match for cuts of roast beef.","/wines/matsu-el-picaro-14010,/wines/matsu-el-picaro-14010,/wines/matsu-el-picaro-14010#reviews"
Rioja Reserva Marques de Riscal 2016 Magnum,"

£29.99                        ","A classic Rioja Reserva. Full bodied and muscular, yet polished and embellished with complex aromas of vanilla and toasted oak, combined with summer fruit flavours. Will age for a further 5+ years.","/wines/rioja-reserva-14257,/wines/rioja-reserva-14257,/wines/rioja-reserva-14257#reviews"
CVNE Rioja Crianza 2017/18,"

£8.99                        ","CVNE may be one of the oldest Rioja wineries, but they’re not constrained by tradition. This is a modern, plush style of Crianza. Bright, fresh and full of red fruits. Made from a plot of thirty-year-old vines for extra complex flavour. Naturally, it’s ideal with tapas.","/wines/rioja-crianza-14336,/wines/rioja-crianza-14336,/wines/rioja-crianza-14336#reviews"
Bodegas Roda 'Roda I' Rioja Reserva 2015,"

£44.99                        ",Think well-integrated chocolate and tobacco that join hints of black fruit and plum. Try it with a roast dinner.     ,"/wines/rioja-roda-i-reserva-14424,/wines/rioja-roda-i-reserva-14424,/wines/rioja-roda-i-reserva-14424#reviews"
El Molturo Tempranillo-Garnacha,"

£4.50                        ","A supple and silky unoaked blend. Tempranillo brings flavours of plum and cherry, while Garnacha adds creamy strawberry and spice. Outstanding with grilled peppers and chorizo.","/wines/el-molturo-tempranillo-garnacha-14588,/wines/el-molturo-tempranillo-garnacha-14588,/wines/el-molturo-tempranillo-garnacha-14588#reviews"
"Porta 6 Reserva 2018/19, Portugal","

£9.99                        ","Richly fruity with a twist of charred BBQ spice. Made from the highest quality fruit, it’s like Porta 6 but smoother, richer and even more delicious.","/wines/porta-6-reserva-15016,/wines/porta-6-reserva-15016,/wines/porta-6-reserva-15016#reviews"
"Herdade de Gambia 2019/20, Portugal","

£7.99                        ","This big juicy red is packed with soft plum, bramble and cherry flavours.  It is soft and supple and makes a gloriously approachable wine to enjoy on its own or with grilled meats.","/wines/herdade-de-gambia-15021,/wines/herdade-de-gambia-15021,/wines/herdade-de-gambia-15021#reviews"
Definition Rioja Reserva 2016/17,"

£11.99                        ",What do a pharmaceutical chemist and candlelit cellars have in common? La Rioja Alta. A fusion of tradition and science – it’s the definition of Rioja.,"/wines/definition-rioja-reserva-14573,/wines/definition-rioja-reserva-14573,/wines/definition-rioja-reserva-14573#reviews"
"Jackson Estate 'Somerset' Pinot Noir 2015/16, Marlborough","

£22.99                        ",An intense and concentrated red fruit character forms the backbone on the nose. Refined and silky on the palate.,"/wines/jackson-estate-somerset-pinot-noir-37349,/wines/jackson-estate-somerset-pinot-noir-37349,/wines/jackson-estate-somerset-pinot-noir-37349#reviews"
